date,pm25_daily,y,month,station_id
2022-11-16,10.5,2.3608540011180215,11,KAM
2022-11-17,12.4,2.5257286443082556,11,KAM
2022-11-18,16.1,2.7850112422383386,11,KAM
2022-11-19,13.5,2.6100697927420065,11,KAM
2022-11-20,16.2,2.791165107812717,11,KAM
2022-11-21,13.4,2.6026896854443837,11,KAM
2022-11-22,7.9,2.0794415416798357,11,KAM
2022-11-23,11.4,2.4423470353692043,11,KAM
2022-11-24,7.1,1.9740810260220096,11,KAM
2022-11-25,7,1.9600947840472698,11,KAM
2022-11-26,9.4,2.2512917986064953,11,KAM
2022-11-27,1.4,0.4054651081081644,11,KAM
2022-11-28,7.4,2.0149030205422647,11,KAM
2022-11-29,22.5,3.1179499062782403,11,KAM
2022-11-30,5.5,1.7227665977411035,11,KAM
2022-12-01,5,1.62924053973028,12,KAM
2022-12-02,10.8,2.388762789235098,12,KAM
2022-12-03,12.2,2.5095992623783716,12,KAM
2022-12-04,11.7,2.468099531471619,12,KAM
2022-12-05,9.9,2.302585092994046,12,KAM
2022-12-06,20.3,3.0155349008501706,12,KAM
2022-12-07,15.5,2.747270914255491,12,KAM
2022-12-08,5.9,1.791759469228055,12,KAM
2022-12-09,10.7,2.379546134130174,12,KAM
2022-12-10,2.6,0.9932517730102834,12,KAM
2022-12-11,9.9,2.302585092994046,12,KAM
2022-12-12,6.8,1.9315214116032136,12,KAM
2022-12-13,13.1,2.580216829592325,12,KAM
2022-12-14,14,2.6461747973841225,12,KAM
2022-12-15,10.7,2.379546134130174,12,KAM
2022-12-16,13.2,2.587764035227708,12,KAM
2022-12-17,9.3,2.2407096892759584,12,KAM
2022-12-18,3.7,1.3350010667323402,12,KAM
2022-12-19,6.2,1.840549633397487,12,KAM
2022-12-20,6.7,1.916922612182061,12,KAM
2022-12-21,7.9,2.0794415416798357,12,KAM
2022-12-22,10.3,2.341805806147327,12,KAM
2022-12-23,6.5,1.8870696490323797,12,KAM
2022-12-24,3.1,1.1631508098056809,12,KAM
2022-12-25,4.9,1.6094379124341003,12,KAM
2022-12-26,3.3,1.2237754316221157,12,KAM
2022-12-27,3.1,1.1631508098056809,12,KAM
2022-12-28,10.7,2.379546134130174,12,KAM
2022-12-29,4.6,1.5475625087160128,12,KAM
2022-12-30,2.6,0.9932517730102834,12,KAM
2022-12-31,8.7,2.1747517214841605,12,KAM
2023-01-01,9.5,2.2617630984737906,1,KAM
2023-01-02,4.2,1.4586150226995167,1,KAM
2023-01-03,8.2,2.116255514802552,1,KAM
2023-01-04,7.6,2.0412203288596382,1,KAM
2023-01-05,2.8,1.0647107369924282,1,KAM
2023-01-06,5.1,1.6486586255873816,1,KAM
2023-01-07,4.7,1.5686159179138452,1,KAM
2023-01-08,5.3,1.6863989535702286,1,KAM
2023-01-09,5.7,1.7578579175523736,1,KAM
2023-01-10,8.2,2.116255514802552,1,KAM
2023-01-11,5.7,1.7578579175523736,1,KAM
2023-01-12,3.8,1.3609765531356006,1,KAM
2023-01-13,2.8,1.0647107369924282,1,KAM
2023-01-14,5.3,1.6863989535702286,1,KAM
2023-01-15,3.9,1.3862943611198906,1,KAM
2023-01-16,6.9,1.9459101490553132,1,KAM
2023-01-17,6.7,1.916922612182061,1,KAM
2023-01-18,3.8,1.3609765531356006,1,KAM
2023-01-19,8,2.0918640616783932,1,KAM
2023-01-20,7.9,2.0794415416798357,1,KAM
2023-01-21,5.3,1.6863989535702286,1,KAM
2023-01-22,6.4,1.8718021769015913,1,KAM
2023-01-23,7.7,2.0541237336955462,1,KAM
2023-01-24,9.9,2.302585092994046,1,KAM
2023-01-25,13,2.5726122302071057,1,KAM
2023-01-26,9.3,2.2407096892759584,1,KAM
2023-01-27,3.5,1.2809338454620642,1,KAM
2023-01-28,4.2,1.4586150226995167,1,KAM
2023-01-29,3.6,1.308332819650179,1,KAM
2023-01-30,8.1,2.1041341542702074,1,KAM
2023-01-31,7,1.9600947840472698,1,KAM
2023-02-01,5,1.62924053973028,2,KAM
2023-02-02,6.7,1.916922612182061,2,KAM
2023-02-03,7,1.9600947840472698,2,KAM
2023-02-04,5.8,1.7749523509116736,2,KAM
2023-02-05,6.4,1.8718021769015913,2,KAM
2023-02-06,5.4,1.7047480922384253,2,KAM
2023-02-07,4,1.410986973710262,2,KAM
2023-02-08,6.5,1.8870696490323797,2,KAM
2023-02-09,3.2,1.1939224684724346,2,KAM
2023-02-10,5.7,1.7578579175523736,2,KAM
2023-02-11,6.5,1.8870696490323797,2,KAM
2023-02-12,5,1.62924053973028,2,KAM
2023-02-13,8.8,2.186051276738094,2,KAM
2023-02-14,7.6,2.0412203288596382,2,KAM
2023-02-15,7.2,1.9878743481543455,2,KAM
2023-02-16,6.1,1.8245492920510458,2,KAM
2023-02-17,10.3,2.341805806147327,2,KAM
2023-02-18,11.4,2.4423470353692043,2,KAM
2023-02-19,10.7,2.379546134130174,2,KAM
2023-02-20,3.8,1.3609765531356006,2,KAM
2023-02-21,5.8,1.7749523509116736,2,KAM
2023-02-22,3.2,1.1939224684724346,2,KAM
2023-02-23,5.5,1.7227665977411035,2,KAM
2023-02-24,6.8,1.9315214116032136,2,KAM
2023-02-25,7,1.9600947840472698,2,KAM
2023-02-26,9.9,2.302585092994046,2,KAM
2023-02-27,11.6,2.4595888418037104,2,KAM
2023-02-28,5.1,1.6486586255873816,2,KAM
2023-03-01,6.6,1.9021075263969203,3,KAM
2023-03-02,3.9,1.3862943611198906,3,KAM
2023-03-03,6.7,1.916922612182061,3,KAM
2023-03-04,8,2.0918640616783932,3,KAM
2023-03-05,7.5,2.028148247292285,3,KAM
2023-03-06,10.5,2.3608540011180215,3,KAM
2023-03-07,9.3,2.2407096892759584,3,KAM
2023-03-08,9.3,2.2407096892759584,3,KAM
2023-03-09,7.7,2.0541237336955462,3,KAM
2023-03-10,8.4,2.1400661634962708,3,KAM
2023-03-11,5.6,1.7404661748405044,3,KAM
2023-03-12,3.2,1.1939224684724346,3,KAM
2023-03-13,3.8,1.3609765531356006,3,KAM
2023-03-14,4.4,1.5040773967762742,3,KAM
2023-03-15,7.2,1.9878743481543455,3,KAM
2023-03-16,8,2.0918640616783932,3,KAM
2023-03-17,7.3,2.001480000210124,3,KAM
2023-03-18,8.5,2.151762203259462,3,KAM
2023-03-19,9.3,2.2407096892759584,3,KAM
2023-03-20,16,2.7788192719904172,3,KAM
2023-03-21,15.3,2.7343675094195836,3,KAM
2023-03-22,10.2,2.33214389523559,3,KAM
2023-03-23,6.3,1.856297990365626,3,KAM
2023-03-24,3.7,1.3350010667323402,3,KAM
2023-03-25,4.5,1.5260563034950492,3,KAM
2023-03-26,5.6,1.7404661748405044,3,KAM
2023-03-27,6,1.8082887711792655,3,KAM
2023-03-28,7.3,2.001480000210124,3,KAM
2023-03-29,10.6,2.3702437414678603,3,KAM
2023-03-30,10,2.3125354238472138,3,KAM
2023-03-31,4.4,1.5040773967762742,3,KAM
2023-04-01,3.7,1.3350010667323402,4,KAM
2023-04-02,3.7,1.3350010667323402,4,KAM
2023-04-03,3.6,1.308332819650179,4,KAM
2023-04-04,5.5,1.7227665977411035,4,KAM
2023-04-05,6,1.8082887711792655,4,KAM
2023-04-06,5.6,1.7404661748405044,4,KAM
2023-04-07,4.1,1.4350845252893225,4,KAM
2023-04-08,2.9,1.0986122886681098,4,KAM
2023-04-09,3.3,1.2237754316221157,4,KAM
2023-04-10,2.8,1.0647107369924282,4,KAM
2023-04-11,4.1,1.4350845252893225,4,KAM
2023-04-12,6.4,1.8718021769015913,4,KAM
2023-04-13,6.2,1.840549633397487,4,KAM
2023-04-14,5.6,1.7404661748405044,4,KAM
2023-04-15,5.3,1.6863989535702286,4,KAM
2023-04-16,5.7,1.7578579175523736,4,KAM
2023-04-17,3.7,1.3350010667323402,4,KAM
2023-04-18,4.2,1.4586150226995167,4,KAM
2023-04-19,6,1.8082887711792655,4,KAM
2023-04-20,5.3,1.6863989535702286,4,KAM
2023-04-21,5.9,1.791759469228055,4,KAM
2023-04-22,5.7,1.7578579175523736,4,KAM
2023-04-23,3.2,1.1939224684724346,4,KAM
2023-04-24,4.3,1.4816045409242153,4,KAM
2023-04-25,4.8,1.5892352051165808,4,KAM
2023-04-26,5.6,1.7404661748405044,4,KAM
2023-04-27,6.9,1.9459101490553132,4,KAM
2023-04-28,12.6,2.5416019934645457,4,KAM
2023-04-29,9.7,2.282382385676526,4,KAM
2023-04-30,9.3,2.2407096892759584,4,KAM
2023-05-01,4.2,1.4586150226995167,5,KAM
